title,email,phone,website,address1,address2,city,state,zip,county,longitude,latitude,facebook,twitter,youtube,instagram,public,featured,featured_text,tags,categories,images
Wilder Memorial Museum,wilder_museum@iowatelecom.net,563.933.4615,http://wildermuseum.org,"123 W Mission St.
123West Mission Street",,Strawberry Point,,52076,,-91.5351195,42.683631,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Bluedorn Science Imaginarium - Grout Museum District,info@gmdistrict.org,319.233.8708,http://groutmuseumdistrict.org,"322 Washington St
322Washington Street",,Waterloo,,50701,,-92.345509,42.494029,,,,,TRUE,FALSE,,"Museums, Family Fun",museum,
Grout Museum of History & Science - Grout Museum District,info@gmdistrict.org,319.234.6357,http://groutmuseumdistrict.org,"503 South St.
503South Street",,Waterloo,,50701,,-92.3443653,42.4926002,,,,,TRUE,FALSE,,"Historical, Museums, Family Fun",museum,
National Wrestling Hall of Fame Dan Gable Museum,kklingman@nwhof.org,319.233.0745,http://wrestlingmuseum.org,"303 Jefferson St.
303Jefferson Street",,Waterloo,,50701,,-92.343243,42.496435,,,,,TRUE,FALSE,,"Museums, Family Fun, Historical",museum,
Rensselaer Russell House Museum - Grout Museum District,info@gmdistrict.org,319.234.6357,http://groutmuseumdistrict.org,"520 W 3rd St.
520West 3rd Street",,Waterloo,,50613,,-92.345545,42.493894,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Silos & Smokestacks National Heritage Area,visit@silosandsmokestacks.org,319.234.4567,http://silosandsmokestacks.org,"604 Lafayette St.
604Lafayette Street",,Waterloo,,50703,,-92.334718,42.498602,,,,,TRUE,FALSE,,"Historical, Agri-tourism, Arts / Culture, Family Fun, Museums",museum,
Sullivan Brothers Iowa Veterans Museum - Grout Museum District,info@gmdistrict.org,319.234.6357,http://groutmuseumdistrict.org,"503 South St.
503South Street",,Waterloo,,50701,,-92.3443653,42.4926002,,,,,TRUE,FALSE,,"Family Fun, Historical, Museums",museum,
Waterloo Center for the Arts,museum@waterloo-ia.org,319.291.4490,http://waterloocenterforthearts.org,"225 Commercial St.
225Commercial Street",,Waterloo,,50701,,-92.342134,42.498359,,,,,TRUE,FALSE,,"Arts / Culture, Museums, Family Fun",museum,
Allamakee County Historical Museum and Genealogy Research Center,info@allamakeehistory.org,563.568.2954,http://allamakeehistory.org,"121 Allamakee St.
121Allamakee Street Northwest",,Waukon,,52172,,-91.4755466,43.2703635,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Driftless Area Scenic Byway,troy.siefert@dot.iowa.gov,563.864.7551,http://iowabyways.org/driftless-area,"134 W Green St.
Green Valley Road Northwest",,Waukon,,52172,,-91.4739671,43.2935034,,,,,TRUE,FALSE,,Byways & Historic Drives,museum,
Bremer County Historical Society Museum,heinemann3@yahoo.com,319.352.1309,http://,"402 W Bremer Ave.
402West Bremer Avenue",,Waverly,,50677,,-92.475876,42.726039,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Fayette County Historical Center,info@wuhistorical.com,563.422.5797,http://,"100 N Walnut
100North Walnut Street",,West Union,,52175,,-91.806346,42.9612877,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Amana Colonies Visitors Center,info@amanacolonies.com,319.622.7622,http://amanacolonies.com,"622 46th Ave.
62246th Avenue",,Amana,,52203,,-91.8681277,41.8010552,,,,,TRUE,FALSE,,"National Historic Landmark, History",museum,
Amana Community Church Museum,amanaheritage@southslope.net,319.622.3567,http://amanaheritage.org,"4210 V St.
4210V Street",,Homestead,,52236,,-91.8776602,41.7612927,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Amana Heritage Museum,amanaheritage@southslope.net,319.622.3567,http://amanaheritage.org,"705 44th Ave., Amana
705B Street",,Amana,,52203,,-91.8725537,41.8002128,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Amana Woolen Mill and Salesroom,customerservice@amanawoolenmill.com,319.622.3432,http://amanawoolenmill.com,"800 48th Ave.
48th Avenue",,Amana,,52203,,-91.865143,41.797189,,,,,TRUE,FALSE,,"Historical, Shopping",museum,
Communal Agriculture Museum,amanaheritage@southslope.net,319.622.3567,http://amanaheritage.org,"505 P St.
P Street",,South Amana,,52334,,-91.9680022,41.7774219,,,,,TRUE,FALSE,,"Historical, Agri-tourism, Museums",museum,
Communal Kitchen and Cooper Shop Museum,amanaheritage@southslope.net,319.622.3567,http://amanaheritage.org,"1003 26th Ave.
100326th Avenue",,Middle Amana,,52307,,-91.9023092,41.7968115,,,,,TRUE,FALSE,,"Historical, Museums",museum,
High Amana General Store,amanaheritage@southslope.net,319.622.3232,http://amanaheritage.org,"1308 G St.
1308G Street",,Amana,,52203,,-91.9405787,41.8035192,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Homestead Store Museum,amanaheritage@southslope.net,319.622.3567,http://amanaheritage.org,"4430 V St.
4430V Street",,Homestead,,52236,,-91.8581895,41.758665,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Iowa Valley Scenic Byway,troy.siefert@dot.iowa.gov,,http://iowabyways.org/iowa-valley,"39 38th Ave. Ste. 100
Amana Colonies Convention and Visitors Bureau",,Amana,,52203,,-91.8741667,41.8025,,,,,TRUE,FALSE,,Byways & Historic Drives,museum,
South Amana Barn Museum,info@amanacolonies.com,319.622.3058,http://barnmuseum.com,"413 P St.
P Street",,South Amana,,52334,,-91.9680022,41.7774219,,,,,TRUE,FALSE,,"Agri-tourism, Historical, Museums",museum,
The Village Voyage,info@amanacolonies.com,319.622.7622,http://amanacolonies.com,"622 46th Ave.
62246th Avenue",,Amana,,52203,,-91.8681277,41.8010552,,,,,TRUE,FALSE,,"Agri-tourism, Arts / Culture, Historical, Museums",museum,
African American Museum of Iowa,gstevens@blackiowa.org,319.862.2101,http://blackiowa.org,"55 12th Ave SE
5512th Avenue Southeast",,Cedar Rapids,,52401,,-91.6597132,41.9687748,,,,,TRUE,FALSE,,"Arts / Culture, Historical, Museums",museum,
Brucemore,mail@brucemore.org,319.362.7375,http://brucemore.org,"2160 Linden Dr SE
2160Linden Drive Southeast",,Cedar Rapids,,52403,,-91.63856,41.992099,,,,,TRUE,FALSE,,"Historical, Museums, Arts / Culture, Nature",museum,
Czech Village New Bohemia Main Street District,crmainstreet@gmail.com,319.432.9785,http://www.crmainstreet.org,"101 16th Ave. SW
Suite A10116th Avenue Southwest",,Cedar Rapids,,52404,,-91.661643,41.963741,,,,,TRUE,FALSE,,"Arts / Culture, Family Fun, Historical, Shopping",museum,
Duffy's Collectible Cars,sales@duffys.com,319.364.7000,http://duffys.com,"250 Classic Car Ct SW
250Classic Car Court Southwest",,Cedar Rapids,,52404,,-91.668387,41.94281,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Grant Wood Studio and Visitor Center,info@crma.org,319.366.7503,http://crma.org,"810 2nd Ave. SE
8102nd Street Southeast",,Cedar Rapids,,52401,,-91.6625486,41.9727567,,,,,TRUE,FALSE,,Historical,museum,
Iowa Masonic Library and Museum,librarian@gl-iowa.org,319.365.1438,http://gl-iowa.org,"813 1st Ave. SE
8131st Avenue Southeast",,Cedar Rapids,,52402,,-91.6611379,41.982601,,,,,TRUE,FALSE,,"Historical, Museums",museum,
National Czech & Slovak Museum & Library,info@NCSML.org,319.362.8500,http://NCSML.org,"1400 Inspiration Place SW
1400Inspiration Place Southwest",,Cedar Rapids,,52404,,-91.660888,41.9660823,,,,,TRUE,FALSE,,"Historical, Museums, Arts / Culture, Family Fun, Shopping",museum,
Science Station,info@sciencestation.org,319.363.4629,http://sciencestation.org,"4444 1st Ave. NE
Lindale Mall44441st Avenue Northeast",,Cedar Rapids,,52402,,-91.6272126,42.0255179,,,,,TRUE,FALSE,,"Museums, Family Fun",museum,
The Carl and Mary Koehler History Center,office@historycenter.org,319.362.1501,http://historycenter.org,"615 1st Ave. SE
6151st Avenue Southeast",,Cedar Rapids,,52401,,-91.663539,41.981231,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Ushers Ferry Historic Village,l.gladish@cedar-rapids.org,319.286.5763,http://ufhv.com,"5925 Seminole Valley Trl. NE
5925Seminole Valley Trail Northeast",,Cedar Rapids,,52411,,-91.719284,42.007463,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Wickiup Hill Learning Center,conservation@linncounty.org,319.892.6485,http://linncountyparks.com,"10260 Morris Hills Rd.
10260Morris Hills Road",,Toddville,,52341,,-91.769966,42.0872249,,,,,TRUE,FALSE,,"Nature, Family Fun, Museums, Outdoor Recreation & Sports",museum,
1876 Coralville Schoolhouse Museum,questions@johnsoncountyhistory.org,319.351.5738,http://johnsoncountyhistory.org,"310 5th St.
3105th Street",,Coralville,,52241,,-91.5695028,41.6738968,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Antique Car Museum of Iowa,info@acmoi.com,319.354.3310,http://acmoi.com,"860 Quarry Rd
860Quarry Road",,Coralville,,52241,,-91.560673,41.681193,,,,,TRUE,FALSE,,Historical,museum,
Devonian Fossil Gorge,coralville.lake@usace.army.mil,319.338.3543,http://www.igsb.uiowa.edu/browse/spillway/spillway.htm,"Coralville Lake
2850 Prairie Du Chien Rd. NE",,Iowa City,,52240,,-91.5015009,41.6113703,,,,,TRUE,FALSE,,"Historical, Nature, Family Fun, Outdoor Recreation & Sports",museum,
Johnson County Historical Society Museum,questions@johnsoncountyhistory.org,319.351.5738,http://johnsoncountyhistory.org,"860 Quarry Rd.
860Quarry Road",,Coralville,,52241,,-91.560673,41.681193,,,,,TRUE,FALSE,,Historical,museum,
Old Capitol Museum,old-capitol-museum@uiowa.edu,319.335.0548,http://uiowa.edu/oldcap,"21 Old Capitol
University of Iowa",,Iowa City,,52240,,-91.5361207,41.6612902,,,,,TRUE,FALSE,,"Historical, Museums, National Historic Landmark, History, Arts / Culture, Family Fun, Shopping",museum,
Plum Grove Historic Home,questions@johnsoncountyhistory.org,319.351.5738,http://johnsoncountyhistory.org,"1030 Carroll St.
1030Carroll Street",,Iowa City,,52240,,-91.5246498,41.6487392,,,,,TRUE,FALSE,,"Historical, Museums, History",museum,
The Iowa Children's Museum,ddunkhase@theicm.org,319.625.6255,http://theicm.org,"1451 Coral Ridge Ave.
Coral Ridge MallCoral Ridge Mall",,Coralville,,52241,,-91.6071429,41.6907811,,,,,TRUE,FALSE,,"Museums, Family Fun",museum,
University of Iowa Athletics Hall of Fame and Museum,halloffame@hawkeyesports.com,319.384.1031,http://hawkeyesports.com/hallfame/iowa-hallfame.html,"2425 Prairie Meadow Dr.
Prairie Meadow Drive",,Iowa City,,52246,,-91.5772531,41.6599524,,,,,TRUE,FALSE,,"Historical, Museums, Spectator Sports",museum,
University of Iowa Hospitals & Clinics Medical Museum,adrienne-drapkin@uiowa.edu,319.356.7106,http://www.uihealthcare.org/medicalmuseum,"200 Hawkins Dr.
8th Floor, Patient/Visitor Activity Center",,Iowa City,,52242,,-91.5487099,41.659363,,,,,TRUE,FALSE,,"Arts / Culture, Museums",museum,
University of Iowa Museum of Art,uima@uiowa.edu,319.335.1727,http://uima.uiowa.edu,"1375 Hwy. 1 W
1375Highway 1",,Iowa City,,52245,,-91.5231325,41.6742609,,,,,TRUE,FALSE,,"Arts / Culture, Museums",museum,
University of Iowa Museum of Natural History,pentacrest@uiowa.edu,319.335.0606,http://uiowa.edu/mnh,"17 N Clinton St.
Macbride Hall",,Iowa City,,52242,,-91.5487099,41.659363,,,,,TRUE,FALSE,,"Historical, Museums, Arts / Culture, Family Fun, Nature, Shopping",museum,
Amish By-Ways Tour,chamber@kctc.net,319.656.2660,http://kalonaiowa.org,"514 B Ave.
514B Avenue",,Kalona,,52247,,-91.7059115,41.4830703,,,,,TRUE,FALSE,,"Agri-tourism, Arts / Culture, Historical",museum,
Kalona Historical Village,kalonatours@kctc.net,319.656.3232,http://kalonaiowa.org,"715 D Ave.
715D Avenue",,Kalona,,52247,,-91.7016307,41.4848701,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Mennonite Museum and Archives,iamennohist@kctc.net,319.656.3271,http://,"411 9th St.
4119th Street",,Kalona,,52247,,-91.7011193,41.4843219,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Lone Tree Historical Museum,rdkrueg@mchsi.com,319.356.6542,http://,"203 S. Devoe
203Devoe Street South",,Lone Tree,,52755,,-91.426145,41.485933,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Pioneer Heritage Museum and Historical Resource Library,marilynr@netins.net,319.642.7018,http://,"675 E South St.
675East South Street",,Marengo,,52301,,-92.0617723,41.7968295,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Granger House Museum,grangerhouse@marionhistoricalsociety.org,319.377.6672,http://marionmuseums.org,"970 10th St
97010th Street",,Marion,,52302,,-91.59981,42.036043,,,,,TRUE,FALSE,,"Historical, Museums, Arts / Culture",museum,
Marion Heritage Center,marionheritage@marionhistoricalsociety.org,319.447.6376,http://marionmuseums.org,"590 10th St.
59010th Street",,Marion,,52302,,-91.599594,42.032183,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Muscatine Art Center,lbartenhagen@muscatineiowa.gov,563.263.8282,http://muscatineartcenter.org,"1314 Mulberry Ave.
1314Mulberry Avenue",,Muscatine,,52761,,-91.051595,41.432166,,,,,TRUE,FALSE,,"Arts / Culture, Museums, Historical",museum,
Muscatine History and Industry Center/Pearl Button Museum,wildermuth@machlink.com,563.263.1052,http://muscatinehistory.org,"117 W 2nd St.
117West 2nd Street",,Muscatine,,52761,,-91.0465059,41.421207,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Pine Creek Grist Mill,thanifan@machlink.com,563.263.4818,http://pinecreekgristmill.com,"1884 Wildcat Den Rd.
Wildcat Den State ParkWildcat Den Road",,Muscatine,,52761,,-90.8687339,41.4662499,,,,,TRUE,FALSE,,"Historical, Nature, Outdoor Recreation & Sports",museum,
Riverside History Center/Museum,riversideiowa@cityofriversideiowa.com,319.648.2226,http://,"361 E 1st St.
3611st Street",,Riverside,,52327,,-91.5761451,41.4807042,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Grant Wood Art Gallery,cddirector@windstream.net,563.886.6266,http://www.tipton.lib.ia.us/grant-wood,"206 Cedar St
Tipton Public Library",,Tipton,,52772,,-91.1279349,41.7697434,,,,,TRUE,FALSE,,"Museums, Arts / Culture, Historical",museum,
Conger House Museum,congerhouse@gmail.com,319.653.5283,http://,"903 E Washington
903East Washington Street",,Washington,,52353,,-91.68238,41.2982696,,,,,TRUE,FALSE,,"Historical, Museums",museum,
DAR Log Cabin,info@washingtoniowa.org,319.653.3936,http://,"Hwy 92 W
Sunset Park",,Washington,,52353,,-91.6916417,41.3014077,,,,,TRUE,FALSE,,Historical,museum,
"Herbert Hoover Presidential Library and Museum, Herbert Hoover National Historic Site",hoover.library@nara.gov,319.643.5301,http://www.hoover.archives.gov,"210 Parkside Dr.
210Parkside Drive",,West Branch,,52358,,-91.3467049,41.6667391,,,,,TRUE,FALSE,,"Historical, Museums, National Historic Landmark, History",museum,
"Chicago, Rock Island & Pacific Depot",hdewlenk@netwtc.net,563.732.2330,http://,"100 Railroad St.
100East Railroad Street",,Wilton,,52778,,-91.0184074,41.585289,,,,,TRUE,FALSE,,"Family Fun, Historical, Museums",museum,
Anamosa Penitentiary Museum,aspmuseum@mchsi.com,319.462.2386,http://asphistory.com/museum,"N High St
North High Street",,Anamosa,,52205,,-91.2892661,42.1105757,,,,,TRUE,FALSE,,"Historical, Museums",museum,
National Motorcycle Museum,museum@nationalmcmuseum.org,319.462.3925,http://nationalmcmuseum.org,"102 Chamber Dr.
102Chamber Drive",,Anamosa,,52205,,-91.2653131,42.1035287,,,,,TRUE,FALSE,,Museums,museum,
Young Historical Museum,dcephoto@iowatelecom.net,563.872.3794,http://bellevueia.com/young_museum.html,"406 N Riverview
406North Riverview Drive",,Bellevue,,52031,,-90.4241751,42.2613378,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Mississippi River Eco Tourism Center,conservation@clintoncounty-ia.gov,563.847.7202,http://clintoncounty-ia.gov,"3942 291st St.
Rock Creek Marina3942291st Street",,Camanche,,52730,,-90.3279856,41.7504267,,,,,TRUE,FALSE,,"Museums, Nature",museum,
Cascade Historic Limestone Silo & Agricultural Interpretive Center,randylyons@netins.net,563.852.7595,http://cityofcascade.org,"215 Pierce St SW
215Plum Street Southwest",,Cascade,,52033,,-91.0124863,42.2969326,,,,,TRUE,FALSE,,"Agri-tourism, Historical",museum,
Tri-County Historical Society Museum,cascadehistory@netins.net,563.852.3371,http://tricountyhistoricalsociety.com/the-museum,"608 2nd Ave. SW
6082nd Avenue Southwest",,Cascade,,52033,,-91.0197036,42.2956975,,,,,TRUE,FALSE,,Historical,museum,
Children's Discovery Center,discoverycenter@qwestoffice.net,563.243.3600,http://adlerdiscoverycenter.org,"332 8th Ave. S
3328th Avenue South",,Clinton,,52732,,-90.1915452,41.8377989,,,,,TRUE,FALSE,,"Family Fun, Museums",museum,
Clinton County Historical Society Museum and Library,chamber@clintonia.com,563.242.1201,http://iagenweb.org/clinton/CCHS/index.htm,"601 S 1st St.
601South 1st Street",,Clinton,,52732,,-90.185626,41.8400395,,,,,TRUE,FALSE,,"Historical, Museums",museum,
George M. Curtis Mansion,cvb@clintonia.com,563.242.8556,http://,"420 5th Ave. S
4205th Avenue South",,Clinton,,52732,,-90.1937522,41.841173,,,,,TRUE,FALSE,,Historical,museum,
River Arts Center,clintonartassociation@gmail.com,563.243.3300,http://clintonartassociation.com,"229 5th Ave. S
2295th Avenue South",,Clinton,,52732,,-90.1889946,41.8411615,,,,,TRUE,FALSE,,"Arts / Culture, Museums",museum,
Miss Effie's Country Flowers and Garden Stuff,cmlafrenz@netins.net,563.282.4338,http://misseffiesflowers.com,"27387 130th Ave.
27387130th Avenue",,Donahue,,52746,,-90.64528,41.703198,,,,,TRUE,FALSE,,"Agri-tourism, Historical, Nature",museum,
Cable Car Square,calicobeanmkt@aol.com,563.557.8159,http://partners.dubuque365.com/cablecarsquare,"4th and Bluff Sts.
Bluff Street",,Dubuque,,52001,,-90.667618,42.4969176,,,,,TRUE,FALSE,,Historical,museum,
Crystal Lake Cave,info@crystallakecave.com,563.556.6451,http://crystallakecave.com,"6684 Crystal Lake Cave Rd.
6684Crystal Lake Cave Road",,Dubuque,,52003,,-90.621134,42.433887,,,,,TRUE,FALSE,,"Nature, Family Fun, Historical, Outdoor Recreation & Sports, Shopping",museum,
Dubuque Museum of Art,info@dbqart.com,563.557.1851,http://dbqart.com,"701 Locust St.
701Locust Street",,Dubuque,,52001,,-90.6682469,42.499812,,,,,TRUE,FALSE,,"Arts / Culture, Museums, Family Fun",museum,
Fenelon Place Elevator,fenelonplaceelev@mac.com,563.582.6496,http://dbq.com/fenplco,"512 Fenelon Pl
512Fenelon Place",,Dubuque,,52001,,-90.669396,42.496398,,,,,TRUE,FALSE,,Historical,museum,
Mathias Ham House Historic Site,info@rivermuseum.com,563.557.9545,http://rivermuseum.com,"2241 Lincoln Ave.
2241Lincoln Avenue",,Dubuque,,52001,,-90.6502718,42.530847,,,,,TRUE,FALSE,,"Agri-tourism, Famous Iowans, Historical, Museums",museum,
Mines of Spain Recreation Area,mines_of_spain@dnr.iowa.gov,563.556.0620,http://minesofspain.org,"8991 Bellevue Hts.
E. B. Lyons Interpretive Center8991Bellevue Heights",,Dubuque,,52003,,-90.6642726,42.4598273,,,,,TRUE,FALSE,,"Historical, Museums, National Historic Landmark, Nature, Outdoor Recreation & Sports, State Parks, History",museum,
National Mississippi River Museum and Aquarium,info@rivermuseum.com,563.557.9545,http://rivermuseum.com,"350 E 3rd St.
350East 3rd Street",,Dubuque,,52001,,-90.661107,42.496493,,,,,TRUE,FALSE,,"Historical, Agri-tourism, Museums, Family Fun",museum,
Basilica of St. Francis Xavier,stfrancisxavier@iowatelecom.net,563.875.7325,http://xavierbasilica.com,"104 3rd St SW
1043rd Street Southwest",,Dyersville,,52040,,-91.126458,42.484107,,,,,TRUE,FALSE,,"Historical, Arts / Culture",museum,
Dyer-Botsford Victorian House & Doll Museum,dyersvillehs@iowatelecom.net,563.875.2414,http://dyersvillehistory.com,"331 1st Ave E
3311st Avenue East",,Dyersville,,52040,,-91.1207814,42.4845916,,,,,TRUE,FALSE,,"Historical, Museums",museum,
National Farm Toy Museum,farmtoys@dyersville.com,563.875.2727,http://nationalfarmtoymuseum.com,"1110 16th Ave. Ct. SE
",,Dyersville,,52040,,-91.1140899,42.4836415,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Clinton Engines Museum,museum@jciahs.com,563.652.1803,http://clintonengines.com,"605 E Maple St.
605East Maple Street",,Maquoketa,,52060,,-90.6592098,42.0662827,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Hurstville Interpretive Center,jacksonccb@jacksonccb.com,563.652.3783,http://jacksonccb.com,"18670 63rd St.
1867063rd Street",,Maquoketa,,52060,,-90.6787468,42.0877436,,,,,TRUE,FALSE,,"Nature, Museums",museum,
Jackson County Historical Society Museum,museum@jciahs.com,563.652.5020,http://jciahs.com,"1212 E Quarry St.
1212East Quarry Street",,Maquoketa,,52060,,-90.6520961,42.070749,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Maquoketa Art Experience,maq.art.exp@gmail.com,563.652.9925,http://www.maquoketa-art.org,"124 S Main St.
124South Main Street",,Maquoketa,,52060,,-90.6655059,42.0688401,,,,,TRUE,FALSE,,"Arts / Culture, Museums",museum,
Old City Hall Art Gallery,wefrantzen@yahoo.com,563.652.3405,http://oldcityhallgallery.com,"121 S Olive
121South Olive Street",,Maquoketa,,52060,,-90.6642927,42.0689443,,,,,TRUE,FALSE,,"Arts / Culture, Museums, Historical",museum,
Heritage House Museum,deloresneuhaus@iowatelecom.net,563.921.2620,http://,"7396 Columbus St.
7396Columbus Street",,New Vienna,,52065,,-91.1141539,42.5498734,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Buffalo Bill Cody Homestead,museum@buffalobillmuseumleclaire.com,563.225.2981,http://,"28050 230th Ave
230th Avenue",,Le Claire,,52768,,-90.4518334,41.6748213,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Buffalo Bill Museum/The Lone Star Steamer,museum@buffalobillmuseumleclaire.com,563.289.5580,http://buffalobillmuseumleclaire.com,"199 N Front St.
Front Street",,Le Claire,,52753,,-90.3431978,41.5975762,,,,,TRUE,FALSE,,"Historical, Museums, National Historic Landmark, History",museum,
Cody Trail,info@quadcities.com,563.328.3280,http://scottcountyiowa.com/conservation/codytrail.php,"Le Claire to Eldridge
",,Le Claire,,,,-90.3462215,41.5975061,,,,,TRUE,FALSE,,"Historical, Byways & Historic Drives",museum,
Colonel Davenport Historic Home,peterson1@mchsi.com,309.786.7336,http://davenporthouse.org,"N shore of Arsenal Island at Hillman St.
",,Rock Island,,61204,,-90.5699999,41.51,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Dan Nagle Walnut Grove Pioneer Village,deborah.leistikow@scottcountyiowa.com,563.328.3283,http://scottcountyiowa.com,"18817 290th St
18817290th Street",,Long Grove,,52756,,-90.532837,41.726733,,,,,TRUE,FALSE,,"Historical, Museums",museum,
Family Museum,familymuseum@bettendorf.org,563.344.4106,http://familymuseum.org,"2900 Learning Campus Dr., Bettendorf
2900Learning Campus Drive",,Bettendorf,,52722,,-90.50285,41.552102,,,,,TRUE,FALSE,,"Museums, Family Fun",museum,
Figge Art Museum,shoran@figgeartmuseum.org,563.326.7804,http://figgeartmuseum.org,"225 W 2nd St
225West 2nd Street",,Davenport,,52801,,-90.5763495,41.5213147,,,,,TRUE,FALSE,,"Arts / Culture, Museums",museum,
German American Heritage Center,rer@gahc.org,563.322.8844,http://gahc.org,"712 W 2nd St
712West 2nd Street",,Davenport,,52802,,-90.5836082,41.5214779,,,,,TRUE,FALSE,,"Historical, Museums, Arts / Culture, Family Fun, Shopping",museum,
Mississippi River Visitor Center,cdoehler@visitquadcities.com,309.794.5338,http://www.mvr.usace.army.mil/Missions/Recreation/MississippiRiverProject/Recreation/MississippiRiverVisitorCenter.aspx,"Rodman Ave. on Arsenal Island
",,Rock Island,,61204,,-90.5699999,41.51,,,,,TRUE,FALSE,,"Museums, Historical, Nature",museum,
Putnam Museum of History and Natural Science,museum@putnam.org,563.324.1933,http://putnam.org,"1717 W 12th St.
1717West 12th Street",,Davenport,,52804,,-90.602258,41.5313062,,,,,TRUE,FALSE,,"Family Fun, Historical, Museums, Nature",museum,
River Music Experience,tswanson@rivermusicexperience.org,563.326.1333,http://rivermusicexperience.org,"129 Main St.
129Main Street",,Davenport,,52801,,-90.5755289,41.5213604,,,,,TRUE,FALSE,,"Museums, Arts / Culture, Family Fun",museum,
Caste and Cashed,,,,2911Ingersoll Avenue,,Des Moines,,50309,,-93.657012,41.586141,,,http://www.youtube.com/watch?v=uOrYb6QmnGA,,TRUE,FALSE,,"Mural, Site-specific, Enamel, Paint, Tar",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/10/Weber-Jordan.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/10/Jordan-Weber-copy.jpg"
Prairie Song,,,,198East 13th Street,,Des Moines,,50319,,-93.59945,41.589541,,,,,TRUE,FALSE,,Steel,art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/05/prairie-grass-Reed-and-Madden.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/05/prairie-grass-Reed-and-Madden-2.jpg"
Utility Cabinet,,,,70344th Street,,Des Moines,,50312,,-93.678305,41.58994,,,,,TRUE,FALSE,,Digital image on vinyl,art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/05/Ingersoll-Neighborhood-2012-Utility-Box_Mark-Kane1.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/05/Ingersoll-Neighborhood-Utility-Box_Mark-Kane-e1368050258464.jpg"
The Seam,,,,Meredith Trail,,Des Moines,,50309,,-93.6169,41.579201,,,,,TRUE,FALSE,,"Outdoor Sculpture, Steel",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/05/Ellwanger_James-Seam-Principal-Park1.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/05/The-Seam-by-James-Ellswanger-Photo-credit-Phil-Roeder.jpg"
Crown,,,,1514Walnut Street,,Des Moines,,50309,,-93.636859,41.58287,,,,,TRUE,FALSE,,"Outdoor Sculpture, Copper, Steel",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/05/Crown-by-James-Ellswanger-fabricated-by-ASI-Custome-Sheet-Metal-DSM-IA.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/05/Crown-photo-credit-Michelle-Linden.jpeg"
A Veteranâs Prayer for Eternal Peace,,,http://collections.si.edu/search/results.htm?q=record_ID:siris_ari_324413,801-8695th Avenue,,Des Moines,,50309,,-93.623925,41.591979,,,,,TRUE,FALSE,,"Outdoor Sculpture, Bronze",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/04/A-Veteranâs-Prayer-for-Eternal-Peace_photo-by-Larry-Bradshaw-copy-2.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/05/Bennett-VeteransPrayer11rectangle-photoby-MJRowe.jpg"
Nation at Play,,,,3010Center Street,,Des Moines,,50312,,-93.658359,41.591086,,,,,TRUE,FALSE,,"Mural, Oil on canvas",art,"http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/04/Callanhan-Mural-by-Glen-Chamberlain_5_detail_web.jpg, http://dsmpublicartfoundation.org/paf/wp-content/uploads/2013/04/Callanhan-Mural-by-Glen-Chamberlain_3-web1.jpg"
